year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue;InstitutionalPercentageValue;InternationalPercentageValue;NationalPercentageValue;SingleAuthorshipPercentageValue
2020;Cracow University of Technology;Chemistry;28.0;32.0;42.0;10.0;25.0;28.57143;37.5;8.928572
2021;Cracow University of Technology;Chemistry;36.0;36.0;55.0;13.0;25.714287;25.714287;39.285713;9.285714
2022;Cracow University of Technology;Chemistry;24.0;48.0;41.0;8.0;19.834711;39.669422;33.8843;6.61157
2023;Cracow University of Technology;Chemistry;7.0;26.0;23.0;8.0;10.9375;40.625;35.9375;12.5
2012;University of Białystok;Chemistry;15.0;16.0;8.0;3.0;35.714287;38.095238;19.047619;7.1428576
2013;University of Białystok;Chemistry;16.0;13.0;10.0;4.0;37.2093;30.232557;23.255816;9.302325
2014;University of Białystok;Chemistry;16.0;13.0;13.0;4.0;34.782608;28.260868;28.260868;8.695652
2015;University of Białystok;Chemistry;22.0;15.0;18.0;4.0;37.288136;25.423729;30.508474;6.779661
2016;University of Białystok;Chemistry;9.0;21.0;14.0;4.0;18.75;43.75;29.166666;8.333334
2017;University of Białystok;Chemistry;14.0;14.0;12.0;0.0;35.0;35.0;30.000002;0.0
2018;University of Białystok;Chemistry;11.0;24.0;16.0;0.0;21.568628;47.058823;31.372551;0.0
2019;University of Białystok;Chemistry;17.0;29.0;29.0;4.0;21.518988;36.708862;36.708862;5.063291
2020;University of Białystok;Chemistry;16.0;31.0;19.0;1.0;23.880596;46.268658;28.35821;1.4925373
2021;University of Białystok;Chemistry;12.0;12.0;38.0;1.0;19.047619;19.047619;60.317463;1.5873017
2022;University of Białystok;Chemistry;12.0;24.0;24.0;1.0;19.67213;39.34426;39.34426;1.6393442
2023;University of Białystok;Chemistry;3.0;12.0;14.0;1.0;10.0;40.0;46.666668;3.3333335
2012;Warsaw University of Technology;Chemistry;83.0;73.0;77.0;7.0;34.583332;30.416668;32.083332;2.9166667
2013;Warsaw University of Technology;Chemistry;61.0;70.0;71.0;5.0;29.4686;33.816425;34.299515;2.415459
2014;Warsaw University of Technology;Chemistry;67.0;80.0;87.0;9.0;27.572018;32.92181;35.802467;3.7037036
2015;Warsaw University of Technology;Chemistry;79.0;97.0;93.0;10.0;28.315413;34.767025;33.333336;3.5842295
2016;Warsaw University of Technology;Chemistry;91.0;86.0;106.0;24.0;29.641693;28.01303;34.527687;7.8175893
2017;Warsaw University of Technology;Chemistry;105.0;92.0;116.0;27.0;30.882353;27.058825;34.11765;7.941177
2018;Warsaw University of Technology;Chemistry;131.0;99.0;124.0;28.0;34.293194;25.916231;32.460735;7.329843
2019;Warsaw University of Technology;Chemistry;59.0;98.0;125.0;17.0;19.73244;32.77592;41.806023;5.685619
2020;Warsaw University of Technology;Chemistry;73.0;94.0;130.0;9.0;23.856209;30.718956;42.48366;2.9411764
2021;Warsaw University of Technology;Chemistry;79.0;88.0;154.0;13.0;23.652695;26.347307;46.107784;3.8922157
2022;Warsaw University of Technology;Chemistry;81.0;103.0;137.0;18.0;23.893805;30.38348;40.41298;5.3097343
2023;Warsaw University of Technology;Chemistry;24.0;40.0;50.0;5.0;20.168068;33.613445;42.016808;4.2016807
2012;Poznan University of Economics and Business;Chemistry;0.0;1.0;1.0;0.0;0.0;50.0;50.0;0.0
2013;Poznan University of Economics and Business;Chemistry;1.0;1.0;4.0;0.0;16.666668;16.666668;66.66667;0.0
2014;Poznan University of Economics and Business;Chemistry;4.0;0.0;4.0;0.0;50.0;0.0;50.0;0.0
2015;Poznan University of Economics and Business;Chemistry;4.0;3.0;7.0;0.0;28.57143;21.428572;50.0;0.0
2016;Poznan University of Economics and Business;Chemistry;0.0;2.0;4.0;0.0;0.0;33.333336;66.66667;0.0
2017;Poznan University of Economics and Business;Chemistry;3.0;3.0;3.0;1.0;30.000002;30.000002;30.000002;10.0
2018;Poznan University of Economics and Business;Chemistry;2.0;2.0;6.0;1.0;18.181818;18.181818;54.545456;9.090909
2019;Poznan University of Economics and Business;Chemistry;1.0;2.0;15.0;0.0;5.555556;11.111112;83.33333;0.0
2020;Poznan University of Economics and Business;Chemistry;5.0;8.0;6.0;3.0;22.727274;36.363636;27.272728;13.636364
2021;Poznan University of Economics and Business;Chemistry;0.0;7.0;11.0;1.0;0.0;36.842106;57.894737;5.263158
2022;Poznan University of Economics and Business;Chemistry;2.0;5.0;7.0;0.0;14.285715;35.714287;50.0;0.0
2023;Poznan University of Economics and Business;Chemistry;1.0;2.0;4.0;0.0;14.285715;28.57143;57.14286;0.0
2012;AGH University of Science and Technology;Computer Science;189.0;86.0;87.0;61.0;44.68085;20.33097;20.567375;14.420804
2013;AGH University of Science and Technology;Computer Science;180.0;114.0;85.0;64.0;40.632053;25.733635;19.187359;14.446953
2014;AGH University of Science and Technology;Computer Science;225.0;96.0;112.0;68.0;44.91018;19.161678;22.35529;13.572854
2015;AGH University of Science and Technology;Computer Science;211.0;111.0;117.0;73.0;41.210938;21.679688;22.851562;14.2578125
2016;AGH University of Science and Technology;Computer Science;250.0;122.0;131.0;59.0;44.483986;21.708185;23.309608;10.49822
2017;AGH University of Science and Technology;Computer Science;220.0;115.0;104.0;64.0;43.737576;22.862823;20.675943;12.723658
2018;AGH University of Science and Technology;Computer Science;202.0;128.0;107.0;123.0;36.07143;22.857143;19.107143;21.964287
2019;AGH University of Science and Technology;Computer Science;163.0;135.0;114.0;81.0;33.06288;27.383366;23.123732;16.43002
2020;AGH University of Science and Technology;Computer Science;165.0;146.0;112.0;75.0;33.13253;29.317268;22.48996;15.060242
2021;AGH University of Science and Technology;Computer Science;194.0;162.0;122.0;49.0;36.812145;30.740038;23.149904;9.297913
2022;AGH University of Science and Technology;Computer Science;165.0;183.0;153.0;28.0;31.190926;34.593575;28.922495;5.293006
2023;AGH University of Science and Technology;Computer Science;41.0;55.0;37.0;14.0;27.891155;37.414967;25.170067;9.523809
2012;Białystok University of Technology;Computer Science;19.0;17.0;7.0;26.0;27.536232;24.637682;10.144927;37.68116
2013;Białystok University of Technology;Computer Science;35.0;11.0;9.0;25.0;43.75;13.75;11.25;31.25
2014;Białystok University of Technology;Computer Science;40.0;28.0;16.0;34.0;33.898308;23.728813;13.559322;28.813559
2015;Białystok University of Technology;Computer Science;45.0;17.0;21.0;35.0;38.135593;14.406779;17.79661;29.661018
2016;Białystok University of Technology;Computer Science;40.0;33.0;21.0;43.0;29.197079;24.087591;15.328466;31.386862
2017;Białystok University of Technology;Computer Science;38.0;22.0;22.0;65.0;25.85034;14.965985;14.965985;44.21769
2018;Białystok University of Technology;Computer Science;37.0;28.0;23.0;56.0;25.694445;19.444445;15.972222;38.88889
2019;Białystok University of Technology;Computer Science;48.0;21.0;28.0;45.0;33.802814;14.788732;19.71831;31.690142
2020;Białystok University of Technology;Computer Science;55.0;33.0;24.0;38.0;36.666668;22.0;16.0;25.333332
2021;Białystok University of Technology;Computer Science;41.0;31.0;20.0;28.0;34.166668;25.833332;16.666668;23.333334
2022;Białystok University of Technology;Computer Science;40.0;48.0;36.0;25.0;26.845636;32.214764;24.161074;16.778524
2023;Białystok University of Technology;Computer Science;11.0;11.0;19.0;7.0;22.916668;22.916668;39.583336;14.583333
2012;Cracow University of Technology;Computer Science;14.0;10.0;15.0;12.0;27.450981;19.607843;29.411766;23.529411
2013;Cracow University of Technology;Computer Science;10.0;24.0;29.0;18.0;12.345679;29.62963;35.802467;22.222223
2014;Cracow University of Technology;Computer Science;29.0;21.0;41.0;16.0;27.102804;19.62617;38.317757;14.953271
2015;Cracow University of Technology;Computer Science;34.0;26.0;20.0;28.0;31.48148;24.074074;18.518518;25.925926
2016;Cracow University of Technology;Computer Science;20.0;19.0;25.0;47.0;18.018017;17.117117;22.522522;42.342342
2017;Cracow University of Technology;Computer Science;30.0;26.0;20.0;33.0;27.522936;23.85321;18.348623;30.275229
2018;Cracow University of Technology;Computer Science;24.0;32.0;27.0;30.0;21.238937;28.318584;23.893805;26.548672
2019;Cracow University of Technology;Computer Science;41.0;43.0;33.0;55.0;23.837208;25.0;19.186047;31.976744
2020;Cracow University of Technology;Computer Science;31.0;38.0;20.0;28.0;26.495728;32.478634;17.094017;23.931623
2021;Cracow University of Technology;Computer Science;27.0;71.0;35.0;21.0;17.532467;46.103893;22.727274;13.636364
2022;Cracow University of Technology;Computer Science;19.0;52.0;32.0;16.0;15.966387;43.69748;26.890759;13.445379
2023;Cracow University of Technology;Computer Science;11.0;19.0;8.0;6.0;25.0;43.18182;18.181818;13.636364
2012;University of Białystok;Computer Science;3.0;1.0;10.0;2.0;18.75;6.25;62.5;12.5
2013;University of Białystok;Computer Science;2.0;2.0;8.0;7.0;10.526316;10.526316;42.105263;36.842106
2014;University of Białystok;Computer Science;2.0;12.0;8.0;4.0;7.692308;46.153847;30.769232;15.384616
2015;University of Białystok;Computer Science;5.0;8.0;8.0;9.0;16.666668;26.666668;26.666668;30.000002
2016;University of Białystok;Computer Science;3.0;11.0;9.0;5.0;10.714286;39.285713;32.142857;17.857143
2017;University of Białystok;Computer Science;5.0;14.0;3.0;11.0;15.151516;42.424244;9.090909;33.333336
2018;University of Białystok;Computer Science;4.0;10.0;7.0;5.0;15.384616;38.46154;26.923079;19.23077
2019;University of Białystok;Computer Science;5.0;16.0;14.0;8.0;11.627908;37.2093;32.55814;18.60465
2020;University of Białystok;Computer Science;9.0;14.0;16.0;6.0;20.0;31.111113;35.555557;13.333334
2021;University of Białystok;Computer Science;17.0;6.0;23.0;5.0;33.333336;11.764706;45.098038;9.803922
2022;University of Białystok;Computer Science;12.0;10.0;16.0;3.0;29.268291;24.390244;39.024387;7.317073
2023;University of Białystok;Computer Science;3.0;1.0;7.0;1.0;25.0;8.333334;58.333332;8.333334
2012;Warsaw University of Technology;Computer Science;166.0;97.0;142.0;113.0;32.046333;18.725868;27.413126;21.81467
2013;Warsaw University of Technology;Computer Science;182.0;119.0;116.0;107.0;34.732826;22.709925;22.137405;20.419847
2014;Warsaw University of Technology;Computer Science;209.0;137.0;147.0;106.0;34.891487;22.871452;24.540901;17.69616
2015;Warsaw University of Technology;Computer Science;229.0;154.0;167.0;113.0;34.53997;23.227753;25.188538;17.043741
2016;Warsaw University of Technology;Computer Science;265.0;155.0;212.0;148.0;33.974358;19.871796;27.17949;18.97436
2017;Warsaw University of Technology;Computer Science;200.0;201.0;175.0;106.0;29.325512;29.47214;25.659824;15.542522
2018;Warsaw University of Technology;Computer Science;249.0;154.0;172.0;100.0;36.88889;22.814816;25.48148;14.814815
2019;Warsaw University of Technology;Computer Science;204.0;182.0;149.0;78.0;33.278957;29.690048;24.306688;12.724307
2020;Warsaw University of Technology;Computer Science;227.0;209.0;184.0;119.0;30.717186;28.281462;24.898512;16.102842
2021;Warsaw University of Technology;Computer Science;179.0;186.0;205.0;77.0;27.666151;28.748068;31.6847;11.901082
2022;Warsaw University of Technology;Computer Science;171.0;207.0;175.0;73.0;27.316294;33.067093;27.955273;11.661342
2023;Warsaw University of Technology;Computer Science;50.0;50.0;53.0;9.0;30.864197;30.864197;32.71605;5.555556
2012;Poznan University of Economics and Business;Computer Science;14.0;5.0;3.0;5.0;51.851852;18.518518;11.111112;18.518518
2013;Poznan University of Economics and Business;Computer Science;14.0;3.0;4.0;15.0;38.88889;8.333334;11.111112;41.666664
2014;Poznan University of Economics and Business;Computer Science;12.0;4.0;2.0;4.0;54.545456;18.181818;9.090909;18.181818
2015;Poznan University of Economics and Business;Computer Science;13.0;9.0;2.0;10.0;38.235294;26.470589;5.882353;29.411766
2016;Poznan University of Economics and Business;Computer Science;6.0;9.0;3.0;3.0;28.57143;42.857143;14.285715;14.285715
2017;Poznan University of Economics and Business;Computer Science;17.0;13.0;5.0;17.0;32.692307;25.0;9.615385;32.692307
2018;Poznan University of Economics and Business;Computer Science;22.0;18.0;8.0;3.0;43.137257;35.294117;15.6862755;5.882353
2019;Poznan University of Economics and Business;Computer Science;19.0;8.0;7.0;12.0;41.304348;17.391304;15.217391;26.086956
2020;Poznan University of Economics and Business;Computer Science;22.0;15.0;6.0;8.0;43.137257;29.411766;11.764706;15.6862755
2021;Poznan University of Economics and Business;Computer Science;9.0;11.0;8.0;5.0;27.272728;33.333336;24.242424;15.151516
2022;Poznan University of Economics and Business;Computer Science;8.0;11.0;20.0;5.0;18.181818;25.0;45.454548;11.363637
2023;Poznan University of Economics and Business;Computer Science;1.0;2.0;2.0;0.0;20.0;40.0;40.0;0.0
2012;AGH University of Science and Technology;Decision Sciences;8.0;2.0;2.0;5.0;47.058823;11.764706;11.764706;29.411766
2013;AGH University of Science and Technology;Decision Sciences;4.0;4.0;2.0;9.0;21.052631;21.052631;10.526316;47.368423
2014;AGH University of Science and Technology;Decision Sciences;12.0;4.0;6.0;3.0;48.0;16.0;24.0;12.0
2015;AGH University of Science and Technology;Decision Sciences;6.0;2.0;3.0;6.0;35.294117;11.764706;17.647058;35.294117
2016;AGH University of Science and Technology;Decision Sciences;5.0;3.0;6.0;10.0;20.833332;12.5;25.0;41.666664
2017;AGH University of Science and Technology;Decision Sciences;8.0;10.0;4.0;8.0;26.666668;33.333336;13.333334;26.666668
2018;AGH University of Science and Technology;Decision Sciences;11.0;10.0;10.0;50.0;13.580246;12.345679;12.345679;61.728394
2019;AGH University of Science and Technology;Decision Sciences;10.0;5.0;7.0;4.0;38.46154;19.23077;26.923079;15.384616
2020;AGH University of Science and Technology;Decision Sciences;2.0;11.0;15.0;22.0;4.0;22.0;30.000002;44.0
2021;AGH University of Science and Technology;Decision Sciences;16.0;18.0;17.0;5.0;28.57143;32.142857;30.357143;8.928572
2022;AGH University of Science and Technology;Decision Sciences;11.0;22.0;13.0;6.0;21.153847;42.307693;25.0;11.538462
2023;AGH University of Science and Technology;Decision Sciences;5.0;5.0;1.0;1.0;41.666664;41.666664;8.333334;8.333334
2012;Białystok University of Technology;Decision Sciences;0.0;4.0;0.0;1.0;0.0;80.0;0.0;20.0
2013;Białystok University of Technology;Decision Sciences;1.0;1.0;0.0;1.0;33.333336;33.333336;0.0;33.333336
2014;Białystok University of Technology;Decision Sciences;10.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2015;Białystok University of Technology;Decision Sciences;8.0;0.0;1.0;1.0;80.0;0.0;10.0;10.0
2016;Białystok University of Technology;Decision Sciences;0.0;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667
2017;Białystok University of Technology;Decision Sciences;3.0;1.0;0.0;2.0;50.0;16.666668;0.0;33.333336
2018;Białystok University of Technology;Decision Sciences;1.0;2.0;1.0;0.0;25.0;50.0;25.0;0.0
2019;Białystok University of Technology;Decision Sciences;2.0;3.0;2.0;2.0;22.222223;33.333336;22.222223;22.222223
2020;Białystok University of Technology;Decision Sciences;0.0;1.0;2.0;5.0;0.0;12.5;25.0;62.5
2021;Białystok University of Technology;Decision Sciences;5.0;1.0;4.0;3.0;38.46154;7.692308;30.769232;23.076923
2022;Białystok University of Technology;Decision Sciences;4.0;6.0;3.0;6.0;21.052631;31.578945;15.789473;31.578945
2023;Białystok University of Technology;Decision Sciences;1.0;0.0;1.0;0.0;50.0;0.0;50.0;0.0
2012;Cracow University of Technology;Decision Sciences;2.0;1.0;1.0;0.0;50.0;25.0;25.0;0.0
2013;Cracow University of Technology;Decision Sciences;0.0;2.0;1.0;3.0;0.0;33.333336;16.666668;50.0
2014;Cracow University of Technology;Decision Sciences;2.0;4.0;8.0;1.0;13.333334;26.666668;53.333336;6.666667
2015;Cracow University of Technology;Decision Sciences;13.0;3.0;1.0;1.0;72.22222;16.666668;5.555556;5.555556
2016;Cracow University of Technology;Decision Sciences;3.0;2.0;3.0;11.0;15.789473;10.526316;15.789473;57.894737
2017;Cracow University of Technology;Decision Sciences;2.0;3.0;3.0;7.0;13.333334;20.0;20.0;46.666668
2018;Cracow University of Technology;Decision Sciences;0.0;4.0;2.0;2.0;0.0;50.0;25.0;25.0
2019;Cracow University of Technology;Decision Sciences;0.0;6.0;3.0;29.0;0.0;15.789473;7.8947363;76.31579
2020;Cracow University of Technology;Decision Sciences;3.0;4.0;6.0;0.0;23.076923;30.769232;46.153847;0.0
2021;Cracow University of Technology;Decision Sciences;6.0;10.0;7.0;4.0;22.222223;37.037037;25.925926;14.814815
2022;Cracow University of Technology;Decision Sciences;1.0;6.0;2.0;2.0;9.090909;54.545456;18.181818;18.181818
2023;Cracow University of Technology;Decision Sciences;0.0;4.0;0.0;0.0;0.0;100.0;0.0;0.0
2012;University of Białystok;Decision Sciences;None;None;None;None;None;None;None;None
2013;University of Białystok;Decision Sciences;None;None;None;None;None;None;None;None
2014;University of Białystok;Decision Sciences;0.0;0.0;2.0;1.0;0.0;0.0;66.66667;33.333336
2015;University of Białystok;Decision Sciences;0.0;1.0;3.0;2.0;0.0;16.666668;50.0;33.333336
2016;University of Białystok;Decision Sciences;0.0;0.0;2.0;1.0;0.0;0.0;66.66667;33.333336
2017;University of Białystok;Decision Sciences;0.0;4.0;2.0;1.0;0.0;57.14286;28.57143;14.285715
2018;University of Białystok;Decision Sciences;2.0;6.0;0.0;4.0;16.666668;50.0;0.0;33.333336
2019;University of Białystok;Decision Sciences;1.0;3.0;6.0;2.0;8.333334;25.0;50.0;16.666668
2020;University of Białystok;Decision Sciences;1.0;1.0;2.0;3.0;14.285715;14.285715;28.57143;42.857143
2021;University of Białystok;Decision Sciences;0.0;0.0;3.0;0.0;0.0;0.0;100.0;0.0
2022;University of Białystok;Decision Sciences;2.0;2.0;1.0;2.0;28.57143;28.57143;14.285715;28.57143
2023;University of Białystok;Decision Sciences;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0
2012;Warsaw University of Technology;Decision Sciences;4.0;6.0;3.0;7.0;20.0;30.000002;15.000001;35.0
2013;Warsaw University of Technology;Decision Sciences;2.0;6.0;3.0;11.0;9.090909;27.272728;13.636364;50.0
2014;Warsaw University of Technology;Decision Sciences;10.0;10.0;3.0;13.0;27.777779;27.777779;8.333334;36.11111
2015;Warsaw University of Technology;Decision Sciences;21.0;14.0;11.0;19.0;32.307693;21.538462;16.923077;29.23077
2016;Warsaw University of Technology;Decision Sciences;6.0;15.0;8.0;10.0;15.384616;38.46154;20.512821;25.641027
2017;Warsaw University of Technology;Decision Sciences;6.0;16.0;6.0;10.0;15.789473;42.105263;15.789473;26.31579
2018;Warsaw University of Technology;Decision Sciences;11.0;12.0;12.0;7.0;26.190477;28.57143;28.57143;16.666668
2019;Warsaw University of Technology;Decision Sciences;9.0;23.0;15.0;11.0;15.517241;39.655174;25.862068;18.965517
2020;Warsaw University of Technology;Decision Sciences;10.0;30.0;10.0;24.0;13.513513;40.54054;13.513513;32.43243
2021;Warsaw University of Technology;Decision Sciences;7.0;30.0;12.0;28.0;9.090909;38.961037;15.584415;36.363636
2022;Warsaw University of Technology;Decision Sciences;11.0;26.0;14.0;19.0;15.714286;37.142857;20.0;27.142859
2023;Warsaw University of Technology;Decision Sciences;1.0;3.0;7.0;0.0;9.090909;27.272728;63.636364;0.0
2012;Poznan University of Economics and Business;Decision Sciences;1.0;4.0;0.0;1.0;16.666668;66.66667;0.0;16.666668
2013;Poznan University of Economics and Business;Decision Sciences;4.0;0.0;2.0;11.0;23.529411;0.0;11.764706;64.70589
2014;Poznan University of Economics and Business;Decision Sciences;2.0;2.0;1.0;2.0;28.57143;28.57143;14.285715;28.57143
2015;Poznan University of Economics and Business;Decision Sciences;5.0;4.0;0.0;9.0;27.777779;22.222223;0.0;50.0
2016;Poznan University of Economics and Business;Decision Sciences;3.0;3.0;0.0;3.0;33.333336;33.333336;0.0;33.333336
2017;Poznan University of Economics and Business;Decision Sciences;6.0;4.0;1.0;14.0;24.0;16.0;4.0;56.0
2018;Poznan University of Economics and Business;Decision Sciences;4.0;4.0;3.0;2.0;30.769232;30.769232;23.076923;15.384616
2019;Poznan University of Economics and Business;Decision Sciences;6.0;3.0;8.0;16.0;18.181818;9.090909;24.242424;48.484848
2020;Poznan University of Economics and Business;Decision Sciences;7.0;7.0;5.0;5.0;29.166666;29.166666;20.833332;20.833332
2021;Poznan University of Economics and Business;Decision Sciences;6.0;5.0;5.0;7.0;26.086956;21.73913;21.73913;30.434782
2022;Poznan University of Economics and Business;Decision Sciences;4.0;5.0;10.0;5.0;16.666668;20.833332;41.666664;20.833332
2023;Poznan University of Economics and Business;Decision Sciences;2.0;0.0;1.0;1.0;50.0;0.0;25.0;25.0
2012;AGH University of Science and Technology;Earth and Planetary Sciences;73.0;21.0;51.0;36.0;40.331493;11.60221;28.176796;19.889502
2013;AGH University of Science and Technology;Earth and Planetary Sciences;94.0;34.0;64.0;54.0;38.21138;13.821138;26.016258;21.95122
2014;AGH University of Science and Technology;Earth and Planetary Sciences;85.0;44.0;49.0;47.0;37.77778;19.555555;21.777777;20.88889
2015;AGH University of Science and Technology;Earth and Planetary Sciences;98.0;35.0;57.0;42.0;42.24138;15.086206;24.568966;18.103447
2016;AGH University of Science and Technology;Earth and Planetary Sciences;153.0;51.0;120.0;72.0;38.636364;12.878788;30.303032;18.181818
2017;AGH University of Science and Technology;Earth and Planetary Sciences;205.0;67.0;119.0;70.0;44.468544;14.533623;25.813448;15.1843815
2018;AGH University of Science and Technology;Earth and Planetary Sciences;209.0;67.0;116.0;71.0;45.14039;14.470842;25.053995;15.334773
2019;AGH University of Science and Technology;Earth and Planetary Sciences;191.0;78.0;116.0;75.0;41.52174;16.956522;25.21739;16.304348
2020;AGH University of Science and Technology;Earth and Planetary Sciences;93.0;81.0;79.0;37.0;32.068966;27.931034;27.241379;12.75862
2021;AGH University of Science and Technology;Earth and Planetary Sciences;73.0;106.0;84.0;27.0;25.172413;36.551723;28.965517;9.310345
2022;AGH University of Science and Technology;Earth and Planetary Sciences;55.0;69.0;62.0;13.0;27.638191;34.673367;31.15578;6.5326633
2023;AGH University of Science and Technology;Earth and Planetary Sciences;7.0;26.0;16.0;5.0;12.962963;48.148148;29.62963;9.259259
2012;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;5.0;0.0;0.0;0.0;100.0
2013;Białystok University of Technology;Earth and Planetary Sciences;1.0;0.0;1.0;2.0;25.0;0.0;25.0;50.0
2014;Białystok University of Technology;Earth and Planetary Sciences;3.0;0.0;1.0;2.0;50.0;0.0;16.666668;33.333336
2015;Białystok University of Technology;Earth and Planetary Sciences;2.0;0.0;0.0;4.0;33.333336;0.0;0.0;66.66667
2016;Białystok University of Technology;Earth and Planetary Sciences;3.0;0.0;0.0;3.0;50.0;0.0;0.0;50.0
2017;Białystok University of Technology;Earth and Planetary Sciences;10.0;0.0;8.0;12.0;33.333336;0.0;26.666668;40.0
2018;Białystok University of Technology;Earth and Planetary Sciences;15.0;3.0;6.0;18.0;35.714287;7.1428576;14.285715;42.857143
2019;Białystok University of Technology;Earth and Planetary Sciences;5.0;6.0;4.0;13.0;17.857143;21.428572;14.285715;46.42857
2020;Białystok University of Technology;Earth and Planetary Sciences;1.0;3.0;2.0;4.0;10.0;30.000002;20.0;40.0
2021;Białystok University of Technology;Earth and Planetary Sciences;7.0;1.0;5.0;1.0;50.0;7.1428576;35.714287;7.1428576
2022;Białystok University of Technology;Earth and Planetary Sciences;6.0;4.0;2.0;2.0;42.857143;28.57143;14.285715;14.285715
2023;Białystok University of Technology;Earth and Planetary Sciences;1.0;0.0;0.0;1.0;50.0;0.0;0.0;50.0
2012;Cracow University of Technology;Earth and Planetary Sciences;0.0;1.0;1.0;3.0;0.0;20.0;20.0;60.000004
2013;Cracow University of Technology;Earth and Planetary Sciences;3.0;4.0;4.0;3.0;21.428572;28.57143;28.57143;21.428572
2014;Cracow University of Technology;Earth and Planetary Sciences;2.0;2.0;12.0;3.0;10.526316;10.526316;63.15789;15.789473
2015;Cracow University of Technology;Earth and Planetary Sciences;7.0;0.0;6.0;5.0;38.88889;0.0;33.333336;27.777779
2016;Cracow University of Technology;Earth and Planetary Sciences;10.0;3.0;13.0;8.0;29.411766;8.823529;38.235294;23.529411
2017;Cracow University of Technology;Earth and Planetary Sciences;22.0;13.0;22.0;25.0;26.82927;15.853659;26.82927;30.487806
2018;Cracow University of Technology;Earth and Planetary Sciences;21.0;15.0;23.0;36.0;22.105263;15.789473;24.210526;37.894737
2019;Cracow University of Technology;Earth and Planetary Sciences;35.0;17.0;22.0;20.0;37.23404;18.085106;23.404255;21.276596
2020;Cracow University of Technology;Earth and Planetary Sciences;13.0;8.0;9.0;1.0;41.935482;25.80645;29.032257;3.2258062
2021;Cracow University of Technology;Earth and Planetary Sciences;8.0;10.0;12.0;5.0;22.857143;28.57143;34.285717;14.285715
2022;Cracow University of Technology;Earth and Planetary Sciences;0.0;7.0;6.0;4.0;0.0;41.17647;35.294117;23.529411
2023;Cracow University of Technology;Earth and Planetary Sciences;0.0;5.0;0.0;0.0;0.0;100.0;0.0;0.0
2012;University of Białystok;Earth and Planetary Sciences;1.0;5.0;1.0;0.0;14.285715;71.42857;14.285715;0.0
2013;University of Białystok;Earth and Planetary Sciences;2.0;2.0;2.0;1.0;28.57143;28.57143;28.57143;14.285715
2014;University of Białystok;Earth and Planetary Sciences;2.0;4.0;5.0;3.0;14.285715;28.57143;35.714287;21.428572
2015;University of Białystok;Earth and Planetary Sciences;3.0;2.0;4.0;0.0;33.333336;22.222223;44.444447;0.0
2016;University of Białystok;Earth and Planetary Sciences;1.0;10.0;2.0;3.0;6.25;62.5;12.5;18.75
2017;University of Białystok;Earth and Planetary Sciences;1.0;12.0;4.0;1.0;5.555556;66.66667;22.222223;5.555556
2018;University of Białystok;Earth and Planetary Sciences;2.0;6.0;6.0;1.0;13.333334;40.0;40.0;6.666667
2019;University of Białystok;Earth and Planetary Sciences;1.0;19.0;3.0;1.0;4.166667;79.16667;12.5;4.166667
2020;University of Białystok;Earth and Planetary Sciences;1.0;11.0;1.0;1.0;7.1428576;78.57143;7.1428576;7.1428576
2021;University of Białystok;Earth and Planetary Sciences;0.0;17.0;6.0;0.0;0.0;73.91304;26.086956;0.0
2022;University of Białystok;Earth and Planetary Sciences;0.0;7.0;3.0;1.0;0.0;63.636364;27.272728;9.090909
2023;University of Białystok;Earth and Planetary Sciences;0.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0
2012;Warsaw University of Technology;Earth and Planetary Sciences;11.0;8.0;7.0;3.0;37.931034;27.586206;24.13793;10.344828
2013;Warsaw University of Technology;Earth and Planetary Sciences;8.0;5.0;11.0;11.0;22.857143;14.285715;31.428572;31.428572
2014;Warsaw University of Technology;Earth and Planetary Sciences;12.0;10.0;13.0;10.0;26.666668;22.222223;28.88889;22.222223
2015;Warsaw University of Technology;Earth and Planetary Sciences;13.0;4.0;12.0;16.0;28.88889;8.888889;26.666668;35.555557
2016;Warsaw University of Technology;Earth and Planetary Sciences;18.0;11.0;20.0;5.0;33.333336;20.37037;37.037037;9.259259
2017;Warsaw University of Technology;Earth and Planetary Sciences;24.0;16.0;24.0;13.0;31.16883;20.77922;31.16883;16.883118
2018;Warsaw University of Technology;Earth and Planetary Sciences;35.0;10.0;33.0;24.0;34.31373;9.803922;32.352943;23.529411
2019;Warsaw University of Technology;Earth and Planetary Sciences;54.0;20.0;46.0;27.0;36.734695;13.605443;31.292517;18.367348
2020;Warsaw University of Technology;Earth and Planetary Sciences;17.0;14.0;12.0;8.0;33.333336;27.450981;23.529411;15.6862755
2021;Warsaw University of Technology;Earth and Planetary Sciences;11.0;9.0;23.0;5.0;22.916668;18.75;47.916664;10.416666
2022;Warsaw University of Technology;Earth and Planetary Sciences;11.0;14.0;18.0;4.0;23.404255;29.787233;38.297874;8.510638
2023;Warsaw University of Technology;Earth and Planetary Sciences;4.0;7.0;5.0;3.0;21.052631;36.842106;26.31579;15.789473
