year;universityId;subjectAreaId;threshold1Value;threshold1PercentageValue;threshold5Value;threshold5PercentageValue;threshold10Value;threshold10PercentageValue;threshold25Value;threshold25PercentageValue
2013;AGH University of Science and Technology;Chemistry;0.0;0.0;2.0;1.1764706;17.0;10.0;90.0;52.941177
2014;AGH University of Science and Technology;Chemistry;0.0;0.0;4.0;1.9138756;23.0;11.004785;77.0;36.842106
2015;AGH University of Science and Technology;Chemistry;0.0;0.0;4.0;1.923077;27.0;12.980769;89.0;42.78846
2016;AGH University of Science and Technology;Chemistry;2.0;0.75757575;16.0;6.060606;31.0;11.742424;113.0;42.803032
2017;AGH University of Science and Technology;Chemistry;1.0;0.3816794;21.0;8.015266;44.0;16.793894;120.0;45.801525
2018;AGH University of Science and Technology;Chemistry;0.0;0.0;14.0;5.3639846;32.0;12.260536;119.0;45.59387
2019;AGH University of Science and Technology;Chemistry;0.0;0.0;28.0;9.427609;53.0;17.845118;131.0;44.107742
2020;AGH University of Science and Technology;Chemistry;3.0;1.1111112;25.0;9.259259;51.0;18.88889;148.0;54.814816
2021;AGH University of Science and Technology;Chemistry;2.0;0.78740156;14.0;5.511811;42.0;16.535433;204.0;80.31496
2022;AGH University of Science and Technology;Chemistry;1.0;0.36764705;22.0;8.088236;56.0;20.588236;202.0;74.2647
2023;AGH University of Science and Technology;Chemistry;1.0;0.80645156;14.0;11.290322;34.0;27.419355;99.0;79.838715
2012;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.666668
2013;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;3.0;25.0
2015;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;2.0;22.222223
2016;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;2.0;15.384616
2017;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;5.0;27.777779
2018;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;11.0;36.666668
2019;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;3.0;8.333334;13.0;36.11111
2020;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;1.0;4.0;10.0;40.0
2021;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;21.0;77.77778
2022;Białystok University of Technology;Chemistry;0.0;0.0;0.0;0.0;2.0;5.882353;23.0;67.64706
2023;Białystok University of Technology;Chemistry;0.0;0.0;1.0;3.7037036;4.0;14.814815;24.0;88.88889
2012;Cracow University of Technology;Chemistry;0.0;0.0;1.0;1.5151515;2.0;3.030303;8.0;12.121212
2013;Cracow University of Technology;Chemistry;2.0;1.9607844;3.0;2.9411764;6.0;5.882353;25.0;24.509804
2014;Cracow University of Technology;Chemistry;0.0;0.0;0.0;0.0;8.0;10.958904;31.0;42.46575
2015;Cracow University of Technology;Chemistry;0.0;0.0;2.0;1.923077;6.0;5.769231;35.0;33.653847
2016;Cracow University of Technology;Chemistry;2.0;1.6666667;4.0;3.3333335;8.0;6.666667;30.0;25.0
2017;Cracow University of Technology;Chemistry;0.0;0.0;4.0;3.2258062;8.0;6.4516125;43.0;34.677418
2018;Cracow University of Technology;Chemistry;0.0;0.0;4.0;4.255319;9.0;9.574469;45.0;47.87234
2019;Cracow University of Technology;Chemistry;0.0;0.0;7.0;5.3846154;11.0;8.461538;38.0;29.23077
2020;Cracow University of Technology;Chemistry;0.0;0.0;2.0;1.8181818;12.0;10.909091;42.0;38.181816
2021;Cracow University of Technology;Chemistry;0.0;0.0;3.0;2.173913;11.0;7.971015;89.0;64.49276
2022;Cracow University of Technology;Chemistry;0.0;0.0;4.0;3.3613448;14.0;11.764706;76.0;63.865547
2023;Cracow University of Technology;Chemistry;0.0;0.0;2.0;3.125;4.0;6.25;38.0;59.375
2012;University of Białystok;Chemistry;0.0;0.0;1.0;2.4390242;6.0;14.634146;25.0;60.975613
2013;University of Białystok;Chemistry;0.0;0.0;2.0;5.0;5.0;12.5;12.0;30.000002
2014;University of Białystok;Chemistry;0.0;0.0;1.0;2.3809524;4.0;9.523809;23.0;54.761906
2015;University of Białystok;Chemistry;0.0;0.0;0.0;0.0;6.0;10.714286;20.0;35.714287
2016;University of Białystok;Chemistry;1.0;2.2222223;4.0;8.888889;9.0;20.0;25.0;55.555557
2017;University of Białystok;Chemistry;0.0;0.0;2.0;5.1282053;5.0;12.820514;15.0;38.46154
2018;University of Białystok;Chemistry;0.0;0.0;4.0;8.0;8.0;16.0;30.0;60.000004
2019;University of Białystok;Chemistry;1.0;1.2820513;4.0;5.1282053;14.0;17.948719;35.0;44.871796
2020;University of Białystok;Chemistry;0.0;0.0;5.0;7.4626865;13.0;19.402985;36.0;53.731346
2021;University of Białystok;Chemistry;1.0;1.5873017;2.0;3.1746035;7.0;11.111112;50.0;79.36508
2022;University of Białystok;Chemistry;0.0;0.0;3.0;5.0;7.0;11.666667;44.0;73.333336
2023;University of Białystok;Chemistry;0.0;0.0;1.0;3.3333335;4.0;13.333334;24.0;80.0
2012;Warsaw University of Technology;Chemistry;2.0;0.88105726;18.0;7.929515;39.0;17.180616;116.0;51.101322
2013;Warsaw University of Technology;Chemistry;3.0;1.4778326;18.0;8.866995;41.0;20.197044;106.0;52.21675
2014;Warsaw University of Technology;Chemistry;4.0;1.7167382;24.0;10.300429;52.0;22.317596;119.0;51.07296
2015;Warsaw University of Technology;Chemistry;2.0;0.7751938;17.0;6.5891476;44.0;17.054264;124.0;48.062016
2016;Warsaw University of Technology;Chemistry;1.0;0.3546099;14.0;4.964539;39.0;13.829787;127.0;45.03546
2017;Warsaw University of Technology;Chemistry;2.0;0.61162084;22.0;6.727829;37.0;11.314984;130.0;39.755352
2018;Warsaw University of Technology;Chemistry;0.0;0.0;18.0;6.6420665;45.0;16.605165;138.0;50.92251
2019;Warsaw University of Technology;Chemistry;2.0;0.6920415;24.0;8.304499;56.0;19.377163;133.0;46.02076
2020;Warsaw University of Technology;Chemistry;0.0;0.0;14.0;4.827586;39.0;13.448276;172.0;59.31035
2021;Warsaw University of Technology;Chemistry;1.0;0.3021148;12.0;3.6253777;34.0;10.271903;226.0;68.27795
2022;Warsaw University of Technology;Chemistry;0.0;0.0;20.0;5.9880238;44.0;13.173654;218.0;65.269455
2023;Warsaw University of Technology;Chemistry;0.0;0.0;11.0;9.322034;26.0;22.0339;82.0;69.49152
2012;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50.0
2013;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;1.0;16.666668
2014;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;3.0;37.5
2015;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;3.0;21.428572
2016;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;2.0;33.333336;2.0;33.333336
2017;Poznan University of Economics and Business;Chemistry;0.0;0.0;1.0;10.0;2.0;20.0;2.0;20.0
2018;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0
2019;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;3.0;16.666668;5.0;27.777779
2020;Poznan University of Economics and Business;Chemistry;0.0;0.0;1.0;4.7619047;4.0;19.047619;6.0;28.57143
2021;Poznan University of Economics and Business;Chemistry;0.0;0.0;1.0;5.263158;1.0;5.263158;12.0;63.15789
2022;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;8.0;57.14286
2023;Poznan University of Economics and Business;Chemistry;0.0;0.0;0.0;0.0;0.0;0.0;4.0;57.14286
2012;AGH University of Science and Technology;Computer Science;3.0;1.1904762;6.0;2.3809524;10.0;3.968254;37.0;14.68254
2013;AGH University of Science and Technology;Computer Science;1.0;0.43290043;4.0;1.7316017;9.0;3.8961039;46.0;19.91342
2014;AGH University of Science and Technology;Computer Science;4.0;1.25;11.0;3.4375;27.0;8.4375;62.0;19.375
2015;AGH University of Science and Technology;Computer Science;1.0;0.31948882;6.0;1.9169328;20.0;6.3897767;66.0;21.086262
2016;AGH University of Science and Technology;Computer Science;2.0;0.58997047;10.0;2.9498525;22.0;6.4896755;56.0;16.519175
2017;AGH University of Science and Technology;Computer Science;4.0;1.1204482;12.0;3.3613448;30.0;8.403361;75.0;21.008404
2018;AGH University of Science and Technology;Computer Science;5.0;1.3192612;15.0;3.9577837;29.0;7.651715;71.0;18.73351
2019;AGH University of Science and Technology;Computer Science;3.0;0.867052;18.0;5.202312;30.0;8.67052;78.0;22.543352
2020;AGH University of Science and Technology;Computer Science;5.0;1.4124293;13.0;3.6723163;26.0;7.3446326;91.0;25.706213
2021;AGH University of Science and Technology;Computer Science;5.0;1.1990408;15.0;3.5971224;46.0;11.031176;191.0;45.803356
2022;AGH University of Science and Technology;Computer Science;11.0;2.6378896;35.0;8.393286;62.0;14.868106;206.0;49.40048
2023;AGH University of Science and Technology;Computer Science;2.0;1.3793104;12.0;8.275862;23.0;15.862068;82.0;56.551723
2012;Białystok University of Technology;Computer Science;0.0;0.0;3.0;6.521739;3.0;6.521739;7.0;15.217391
2013;Białystok University of Technology;Computer Science;0.0;0.0;1.0;1.388889;3.0;4.166667;6.0;8.333334
2014;Białystok University of Technology;Computer Science;0.0;0.0;2.0;2.3529413;3.0;3.529412;7.0;8.235294
2015;Białystok University of Technology;Computer Science;0.0;0.0;0.0;0.0;2.0;2.4390242;9.0;10.97561
2016;Białystok University of Technology;Computer Science;0.0;0.0;2.0;1.904762;5.0;4.7619047;13.0;12.380953
2017;Białystok University of Technology;Computer Science;0.0;0.0;1.0;0.9259259;3.0;2.777778;11.0;10.185185
2018;Białystok University of Technology;Computer Science;0.0;0.0;0.0;0.0;2.0;1.923077;13.0;12.5
2019;Białystok University of Technology;Computer Science;0.0;0.0;3.0;3.125;10.0;10.416666;18.0;18.75
2020;Białystok University of Technology;Computer Science;0.0;0.0;3.0;3.3333335;6.0;6.666667;23.0;25.555557
2021;Białystok University of Technology;Computer Science;0.0;0.0;1.0;0.9708738;2.0;1.9417475;29.0;28.155338
2022;Białystok University of Technology;Computer Science;0.0;0.0;3.0;2.4390242;9.0;7.317073;38.0;30.89431
2023;Białystok University of Technology;Computer Science;0.0;0.0;3.0;6.666667;5.0;11.111112;22.0;48.88889
2012;Cracow University of Technology;Computer Science;0.0;0.0;1.0;2.9411764;1.0;2.9411764;6.0;17.647058
2013;Cracow University of Technology;Computer Science;0.0;0.0;2.0;3.1746035;4.0;6.349207;14.0;22.222223
2014;Cracow University of Technology;Computer Science;0.0;0.0;5.0;8.928572;5.0;8.928572;15.0;26.785713
2015;Cracow University of Technology;Computer Science;0.0;0.0;7.0;10.0;9.0;12.857143;18.0;25.714287
2016;Cracow University of Technology;Computer Science;1.0;1.4492754;2.0;2.8985507;4.0;5.7971015;8.0;11.594203
2017;Cracow University of Technology;Computer Science;0.0;0.0;2.0;2.6666667;5.0;6.666667;15.0;20.0
2018;Cracow University of Technology;Computer Science;0.0;0.0;3.0;3.3707864;7.0;7.865169;16.0;17.977528
2019;Cracow University of Technology;Computer Science;0.0;0.0;3.0;2.0134227;10.0;6.711409;26.0;17.449665
2020;Cracow University of Technology;Computer Science;0.0;0.0;2.0;2.4691358;4.0;4.9382715;31.0;38.271606
2021;Cracow University of Technology;Computer Science;1.0;0.7692308;5.0;3.846154;7.0;5.3846154;67.0;51.53846
2022;Cracow University of Technology;Computer Science;1.0;0.8928572;6.0;5.357143;8.0;7.1428576;61.0;54.464287
2023;Cracow University of Technology;Computer Science;0.0;0.0;3.0;6.818182;5.0;11.363637;27.0;61.363636
2012;University of Białystok;Computer Science;0.0;0.0;0.0;0.0;1.0;9.090909;1.0;9.090909
2013;University of Białystok;Computer Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.692308
2014;University of Białystok;Computer Science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;University of Białystok;Computer Science;0.0;0.0;1.0;4.5454545;1.0;4.5454545;6.0;27.272728
2016;University of Białystok;Computer Science;0.0;0.0;2.0;9.090909;2.0;9.090909;3.0;13.636364
2017;University of Białystok;Computer Science;0.0;0.0;0.0;0.0;1.0;4.166667;2.0;8.333334
2018;University of Białystok;Computer Science;0.0;0.0;0.0;0.0;0.0;0.0;4.0;16.666668
2019;University of Białystok;Computer Science;0.0;0.0;0.0;0.0;1.0;2.857143;10.0;28.57143
2020;University of Białystok;Computer Science;0.0;0.0;1.0;2.5;3.0;7.5000005;22.0;55.0
2021;University of Białystok;Computer Science;0.0;0.0;0.0;0.0;3.0;6.0;30.0;60.000004
2022;University of Białystok;Computer Science;0.0;0.0;1.0;2.5641026;3.0;7.692308;23.0;58.97436
2023;University of Białystok;Computer Science;0.0;0.0;1.0;8.333334;1.0;8.333334;10.0;83.33333
2012;Warsaw University of Technology;Computer Science;1.0;0.2967359;3.0;0.89020777;11.0;3.2640948;31.0;9.198813
2013;Warsaw University of Technology;Computer Science;2.0;0.5479452;8.0;2.1917808;12.0;3.287671;32.0;8.767123
2014;Warsaw University of Technology;Computer Science;2.0;0.4962779;13.0;3.2258062;19.0;4.71464;55.0;13.647643
2015;Warsaw University of Technology;Computer Science;2.0;0.477327;8.0;1.909308;15.0;3.5799522;27.0;6.443914
2016;Warsaw University of Technology;Computer Science;2.0;0.38022813;17.0;3.2319393;29.0;5.513308;52.0;9.885932
2017;Warsaw University of Technology;Computer Science;6.0;1.2371134;18.0;3.7113402;31.0;6.3917527;61.0;12.577319
2018;Warsaw University of Technology;Computer Science;1.0;0.23640662;6.0;1.4184396;19.0;4.491726;45.0;10.638298
2019;Warsaw University of Technology;Computer Science;1.0;0.24096386;24.0;5.7831326;35.0;8.433735;74.0;17.831326
2020;Warsaw University of Technology;Computer Science;2.0;0.4555809;22.0;5.0113893;29.0;6.605922;115.0;26.195898
2021;Warsaw University of Technology;Computer Science;4.0;0.7984032;18.0;3.5928144;38.0;7.5848303;209.0;41.716568
2022;Warsaw University of Technology;Computer Science;7.0;1.4000001;25.0;5.0;47.0;9.4;222.0;44.4
2023;Warsaw University of Technology;Computer Science;3.0;1.8867924;16.0;10.062893;32.0;20.125786;86.0;54.08805
2012;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Poznan University of Economics and Business;Computer Science;0.0;0.0;2.0;10.0;2.0;10.0;2.0;10.0
2014;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.1428576
2015;Poznan University of Economics and Business;Computer Science;0.0;0.0;1.0;4.7619047;1.0;4.7619047;1.0;4.7619047
2016;Poznan University of Economics and Business;Computer Science;0.0;0.0;1.0;6.666667;2.0;13.333334;3.0;20.0
2017;Poznan University of Economics and Business;Computer Science;0.0;0.0;1.0;2.4390242;1.0;2.4390242;4.0;9.756097
2018;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;1.0;3.125;1.0;3.125
2019;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;1.0;2.9411764;1.0;2.9411764
2020;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;3.0;8.108108;5.0;13.513513
2021;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;2.0;6.666667;10.0;33.333336
2022;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;1.0;2.9411764;12.0;35.294117
2023;Poznan University of Economics and Business;Computer Science;0.0;0.0;0.0;0.0;0.0;0.0;3.0;60.000004
2012;AGH University of Science and Technology;Decision Sciences;0.0;0.0;2.0;16.666668;2.0;16.666668;3.0;25.0
2013;AGH University of Science and Technology;Decision Sciences;0.0;0.0;1.0;7.1428576;2.0;14.285715;5.0;35.714287
2014;AGH University of Science and Technology;Decision Sciences;0.0;0.0;2.0;9.090909;4.0;18.181818;5.0;22.727274
2015;AGH University of Science and Technology;Decision Sciences;1.0;7.1428576;1.0;7.1428576;4.0;28.57143;6.0;42.857143
2016;AGH University of Science and Technology;Decision Sciences;1.0;6.666667;1.0;6.666667;2.0;13.333334;3.0;20.0
2017;AGH University of Science and Technology;Decision Sciences;0.0;0.0;1.0;10.0;1.0;10.0;3.0;30.000002
2018;AGH University of Science and Technology;Decision Sciences;0.0;0.0;1.0;1.6129031;5.0;8.064516;8.0;12.903225
2019;AGH University of Science and Technology;Decision Sciences;1.0;9.090909;3.0;27.272728;5.0;45.454548;5.0;45.454548
2020;AGH University of Science and Technology;Decision Sciences;1.0;2.4390242;6.0;14.634146;10.0;24.390244;12.0;29.268291
2021;AGH University of Science and Technology;Decision Sciences;0.0;0.0;3.0;9.375;8.0;25.0;12.0;37.5
2022;AGH University of Science and Technology;Decision Sciences;4.0;14.814815;7.0;25.925926;12.0;44.444447;16.0;59.25926
2023;AGH University of Science and Technology;Decision Sciences;1.0;8.333334;3.0;25.0;6.0;50.0;9.0;75.0
2012;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;2.0;40.0;2.0;40.0
2013;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;33.333336;1.0;33.333336
2014;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;100.0;1.0;100.0
2015;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;1.0;100.0
2016;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;33.333336;1.0;33.333336
2017;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2019;Białystok University of Technology;Decision Sciences;1.0;16.666668;1.0;16.666668;1.0;16.666668;2.0;33.333336
2020;Białystok University of Technology;Decision Sciences;0.0;0.0;1.0;16.666668;1.0;16.666668;6.0;100.0
2021;Białystok University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;2.0;18.181818;2.0;18.181818
2022;Białystok University of Technology;Decision Sciences;1.0;7.692308;1.0;7.692308;4.0;30.769232;4.0;30.769232
2023;Białystok University of Technology;Decision Sciences;1.0;50.0;1.0;50.0;2.0;100.0;2.0;100.0
2012;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;33.333336;1.0;33.333336
2013;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;3.0;60.000004;3.0;60.000004
2015;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;12.5;2.0;25.0
2016;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;12.5;3.0;37.5
2017;Cracow University of Technology;Decision Sciences;0.0;0.0;2.0;13.333334;3.0;20.0;3.0;20.0
2018;Cracow University of Technology;Decision Sciences;None;None;None;None;None;None;None;None
2019;Cracow University of Technology;Decision Sciences;0.0;0.0;2.0;6.25;2.0;6.25;2.0;6.25
2020;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;11.111112;2.0;22.222223
2021;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;4.0;44.444447;5.0;55.555557
2022;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;2.0;28.57143;4.0;57.14286
2023;Cracow University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;3.0;75.0;4.0;100.0
2012;University of Białystok;Decision Sciences;None;None;None;None;None;None;None;None
2013;University of Białystok;Decision Sciences;None;None;None;None;None;None;None;None
2014;University of Białystok;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;University of Białystok;Decision Sciences;0.0;0.0;0.0;0.0;3.0;50.0;3.0;50.0
2016;University of Białystok;Decision Sciences;0.0;0.0;0.0;0.0;1.0;33.333336;2.0;66.66667
2017;University of Białystok;Decision Sciences;0.0;0.0;0.0;0.0;1.0;25.0;1.0;25.0
2018;University of Białystok;Decision Sciences;0.0;0.0;1.0;12.5;2.0;25.0;2.0;25.0
2019;University of Białystok;Decision Sciences;0.0;0.0;1.0;10.0;1.0;10.0;4.0;40.0
2020;University of Białystok;Decision Sciences;0.0;0.0;0.0;0.0;2.0;28.57143;3.0;42.857143
2021;University of Białystok;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022;University of Białystok;Decision Sciences;0.0;0.0;0.0;0.0;1.0;20.0;2.0;40.0
2023;University of Białystok;Decision Sciences;1.0;33.333336;1.0;33.333336;1.0;33.333336;3.0;100.0
2012;Warsaw University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;1.0;6.666667;3.0;20.0
2013;Warsaw University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;3.0;15.789473;6.0;31.578945
2014;Warsaw University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;4.0;28.57143;7.0;50.0
2015;Warsaw University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;5.0;25.0;7.0;35.0
2016;Warsaw University of Technology;Decision Sciences;1.0;3.125;2.0;6.25;7.0;21.875;12.0;37.5
2017;Warsaw University of Technology;Decision Sciences;2.0;6.666667;6.0;20.0;6.0;20.0;12.0;40.0
2018;Warsaw University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;3.0;13.043478;4.0;17.391304
2019;Warsaw University of Technology;Decision Sciences;1.0;2.5641026;12.0;30.769232;13.0;33.333336;15.0;38.46154
2020;Warsaw University of Technology;Decision Sciences;0.0;0.0;2.0;4.4444447;7.0;15.555556;13.0;28.88889
2021;Warsaw University of Technology;Decision Sciences;0.0;0.0;1.0;1.8518518;9.0;16.666668;12.0;22.222223
2022;Warsaw University of Technology;Decision Sciences;0.0;0.0;2.0;4.7619047;7.0;16.666668;14.0;33.333336
2023;Warsaw University of Technology;Decision Sciences;0.0;0.0;0.0;0.0;2.0;18.181818;7.0;63.636364
2012;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;1.0;6.666667;1.0;6.666667
2014;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.285715
2015;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;1.0;6.25;1.0;6.25;1.0;6.25
2016;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;1.0;14.285715;1.0;14.285715;1.0;14.285715
2017;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;1.0;4.347826;2.0;8.695652;3.0;13.043478
2018;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.285715
2019;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;1.0;3.2258062;1.0;3.2258062;2.0;6.4516125
2020;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;5.0;21.73913
2021;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;3.0;20.0
2022;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;2.0;12.5;4.0;25.0
2023;Poznan University of Economics and Business;Decision Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012;AGH University of Science and Technology;Earth and Planetary Sciences;1.0;0.6802721;6.0;4.0816326;10.0;6.8027215;24.0;16.32653
2013;AGH University of Science and Technology;Earth and Planetary Sciences;0.0;0.0;8.0;4.5714283;21.0;12.0;31.0;17.714287
2014;AGH University of Science and Technology;Earth and Planetary Sciences;0.0;0.0;9.0;5.172414;17.0;9.770115;43.0;24.712643
2015;AGH University of Science and Technology;Earth and Planetary Sciences;1.0;0.5681818;8.0;4.5454545;21.0;11.931818;40.0;22.727274
2016;AGH University of Science and Technology;Earth and Planetary Sciences;0.0;0.0;16.0;4.4568243;34.0;9.470752;55.0;15.3203335
2017;AGH University of Science and Technology;Earth and Planetary Sciences;2.0;0.46511626;14.0;3.2558138;21.0;4.883721;54.0;12.55814
2018;AGH University of Science and Technology;Earth and Planetary Sciences;1.0;0.23201856;13.0;3.0162413;29.0;6.728538;50.0;11.600928
2019;AGH University of Science and Technology;Earth and Planetary Sciences;1.0;0.22573364;14.0;3.1602712;27.0;6.094808;49.0;11.060948
2020;AGH University of Science and Technology;Earth and Planetary Sciences;3.0;1.0638298;23.0;8.156029;44.0;15.602838;82.0;29.078012
2021;AGH University of Science and Technology;Earth and Planetary Sciences;5.0;1.7730497;28.0;9.929078;51.0;18.085106;86.0;30.496454
2022;AGH University of Science and Technology;Earth and Planetary Sciences;4.0;2.094241;29.0;15.183247;50.0;26.17801;85.0;44.50262
2023;AGH University of Science and Technology;Earth and Planetary Sciences;2.0;3.7037036;14.0;25.925926;18.0;33.333336;32.0;59.25926
2012;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2013;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2014;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2015;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;1.0;33.333336;1.0;33.333336
2017;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;1.0;2.5641026;1.0;2.5641026
2019;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2020;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;1.0;10.0;5.0;50.0
2021;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;1.0;7.1428576;2.0;14.285715
2022;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;1.0;7.1428576;2.0;14.285715;2.0;14.285715
2023;Białystok University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0
2013;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0
2014;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;2.0;15.384616
2015;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.111112
2016;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;1.0;3.2258062;1.0;3.2258062;2.0;6.4516125
2017;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;0.0;0.0;3.0;4.109589
2018;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;0.0;0.0;3.0;3.3333335;7.0;7.777778
2019;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;1.0;1.0989012;1.0;1.0989012;6.0;6.593407
2020;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;2.0;6.666667;5.0;16.666668;10.0;33.333336
2021;Cracow University of Technology;Earth and Planetary Sciences;0.0;0.0;2.0;5.882353;6.0;17.647058;8.0;23.529411
